scanTime,CH1,CH2,CH3,CH4,id1,flag1,x1,y1,id2,flag2,x2,y2,id3,flag3,x3,y3,id4,flag4,x4,y4,id5,flag5,x5,y5,button,pressure
39951,2043,2035,2042,2050,0,3,167,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40023,2046,2061,2044,2071,0,3,167,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40098,2047,2075,2045,2088,0,3,167,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40174,2048,2082,2047,2106,0,3,167,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
40253,2048,2091,2050,2130,0,3,167,758,1,3,114,89,0,0,0,0,0,0,0,0,0,0,0,0,0,6
40312,2051,2101,2052,2148,0,3,167,755,1,3,114,89,0,0,0,0,0,0,0,0,0,0,0,0,0,9
40382,2051,2113,2053,2167,0,3,168,748,1,3,114,89,0,0,0,0,0,0,0,0,0,0,0,0,0,12
40454,2053,2124,2054,2187,0,3,169,744,1,3,114,89,0,0,0,0,0,0,0,0,0,0,0,0,0,16
40531,2053,2137,2056,2206,0,3,170,740,1,3,114,89,0,0,0,0,0,0,0,0,0,0,0,0,0,20
40599,2055,2148,2057,2223,0,3,171,731,1,3,114,89,0,0,0,0,0,0,0,0,0,0,0,0,0,23
40670,2057,2160,2058,2245,0,3,172,726,1,3,114,91,0,0,0,0,0,0,0,0,0,0,0,0,0,23
40740,2058,2170,2060,2264,0,3,173,720,1,3,114,94,0,0,0,0,0,0,0,0,0,0,0,0,0,23
40808,2058,2180,2060,2283,0,3,175,710,1,3,114,99,0,0,0,0,0,0,0,0,0,0,0,0,0,23
40878,2058,2186,2061,2301,0,3,177,705,1,3,114,105,0,0,0,0,0,0,0,0,0,0,0,0,0,23
40958,2059,2191,2062,2319,0,3,179,697,1,3,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,23
41019,2059,2194,2062,2335,0,3,182,685,1,3,114,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089,2059,2195,2063,2343,0,3,186,672,1,3,114,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41169,2060,2194,2062,2342,0,3,187,664,1,3,114,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41235,2060,2190,2062,2334,0,3,192,650,1,3,115,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41305,2060,2184,2062,2318,0,3,195,640,1,3,116,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41376,2060,2176,2061,2295,0,3,200,623,1,3,118,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41443,2058,2164,2059,2262,0,3,202,613,1,3,121,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41515,2058,2151,2058,2232,0,3,205,603,1,3,124,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41593,2056,2134,2056,2199,0,3,208,589,1,3,128,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41658,2054,2112,2054,2161,0,3,203,567,1,3,135,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41729,2053,2089,2051,2125,0,3,202,556,1,3,138,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41800,2049,2066,2048,2080,0,3,203,550,1,3,140,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41870,2048,2046,2045,2049,0,3,202,542,1,3,143,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41940,2045,2030,2044,2022,0,3,203,528,1,3,146,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42001,2044,2017,2039,1998,0,3,206,505,1,1,146,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42071,2042,2005,2039,1977,0,1,206,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45747,2041,2020,2041,2024,0,3,169,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45821,2042,2035,2042,2049,0,3,169,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45894,2046,2062,2046,2076,0,3,169,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
45965,2047,2072,2047,2097,0,3,169,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
46037,2049,2084,2050,2121,0,3,169,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
46108,2049,2095,2052,2142,0,3,169,761,1,3,122,58,0,0,0,0,0,0,0,0,0,0,0,0,0,13
46179,2051,2108,2054,2162,0,3,170,757,1,3,122,58,0,0,0,0,0,0,0,0,0,0,0,0,0,17
46249,2053,2126,2056,2187,0,3,171,753,1,3,122,58,0,0,0,0,0,0,0,0,0,0,0,0,0,21
46321,2054,2139,2057,2207,0,3,173,749,1,3,122,59,0,0,0,0,0,0,0,0,0,0,0,0,0,24
46391,2055,2152,2060,2227,0,3,175,744,1,3,122,61,0,0,0,0,0,0,0,0,0,0,0,0,0,29
46462,2056,2165,2061,2250,0,3,177,740,1,3,122,66,0,0,0,0,0,0,0,0,0,0,0,0,0,33
46532,2058,2178,2062,2275,0,3,179,735,1,3,122,72,0,0,0,0,0,0,0,0,0,0,0,0,0,38
46607,2059,2190,2065,2304,0,3,181,730,1,3,122,80,0,0,0,0,0,0,0,0,0,0,0,0,0,44
46678,2060,2204,2067,2341,0,3,183,725,1,3,122,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46749,2061,2214,2069,2377,0,3,186,717,1,3,122,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46819,2061,2222,2071,2415,0,3,188,711,1,3,123,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46887,2063,2228,2073,2452,0,3,192,702,1,3,124,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
