scanTime,CH1,CH2,CH3,CH4,id1,flag1,x1,y1,id2,flag2,x2,y2,id3,flag3,x3,y3,id4,flag4,x4,y4,id5,flag5,x5,y5,button,pressure
34507,2096,2168,2058,2067,0,3,506,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34580,2097,2172,2058,2069,0,3,506,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34654,2103,2178,2062,2071,0,3,506,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34726,2108,2183,2066,2075,0,3,506,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
34797,2112,2185,2070,2078,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,3
34868,2117,2186,2075,2081,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,3
34939,2121,2187,2079,2084,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,4
35010,2124,2188,2084,2089,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,5
35080,2128,2187,2089,2091,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,6
35151,2132,2186,2093,2094,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,6
35221,2134,2185,2096,2096,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,7
35292,2137,2183,2100,2098,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,8
35370,2139,2181,2104,2101,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,8
35434,2141,2178,2105,2102,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,9
35505,2142,2177,2108,2103,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,9
35576,2144,2174,2111,2105,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,10
35646,2145,2174,2114,2106,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,11
35717,2148,2173,2115,2109,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,11
35788,2149,2173,2118,2109,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,12
35858,2151,2171,2118,2110,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,13
35929,2151,2171,2120,2111,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,13
35999,2153,2171,2121,2113,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,14
36069,2153,2169,2121,2113,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,14
36140,2153,2168,2123,2112,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,15
36211,2153,2167,2122,2114,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,15
36281,2152,2165,2122,2113,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,16
36429,2152,2163,2121,2112,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,16
36493,2150,2161,2120,2112,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,17
36564,2150,2159,2120,2111,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,17
36634,2148,2157,2119,2110,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,18
36705,2147,2156,2118,2109,0,3,506,139,1,3,709,379,0,0,0,0,0,0,0,0,0,0,0,0,0,18
